PAQW,2026-04-06 01:00:00-07,2026-04-06,100,,,,46.20,7.89,753.10,801.00,106.36,
PAQW,2026-04-06 02:00:00-07,2026-04-06,200,,,,46.17,7.87,753.10,800.00,106.23,
PAQW,2026-04-06 03:00:00-07,2026-04-06,300,,,,46.15,7.86,753.10,800.00,106.23,
PAQW,2026-04-06 04:00:00-07,2026-04-06,400,,,,46.11,7.84,753.00,799.00,106.11,
PAQW,2026-04-06 05:00:00-07,2026-04-06,500,,,,46.08,7.82,753.10,798.00,105.96,
PAQW,2026-04-06 06:00:00-07,2026-04-06,600,,,,46.04,7.80,753.20,798.00,105.95,
PAQW,2026-04-06 07:00:00-07,2026-04-06,700,,,,46.00,7.78,753.30,799.00,106.07,
PAQW,2026-04-06 08:00:00-07,2026-04-06,800,,,,46.00,7.78,753.60,800.00,106.16,
PAQW,2026-04-06 09:00:00-07,2026-04-06,900,,,,46.06,7.81,753.50,802.00,106.44,
PAQW,2026-04-06 10:00:00-07,2026-04-06,1000,,,,46.17,7.87,753.40,806.00,106.98,
PAQW,2026-04-06 11:00:00-07,2026-04-06,1100,,,,46.31,7.95,752.90,810.00,107.58,
PAQW,2026-04-06 12:00:00-07,2026-04-06,1200,,,,46.49,8.05,752.30,814.00,108.20,
PAQW,2026-04-06 13:00:00-07,2026-04-06,1300,,,,46.74,8.19,751.70,818.00,108.82,
PAQW,2026-04-06 14:00:00-07,2026-04-06,1400,,,,46.92,8.29,750.90,821.00,109.34,
PAQW,2026-04-06 15:00:00-07,2026-04-06,1500,,,,47.14,8.41,750.30,823.00,109.69,
PAQW,2026-04-06 16:00:00-07,2026-04-06,1600,,,,47.30,8.50,749.50,824.00,109.94,
PAQW,2026-04-06 17:00:00-07,2026-04-06,1700,,,,47.26,8.48,748.90,823.00,109.89,
PAQW,2026-04-06 18:00:00-07,2026-04-06,1800,,,,47.32,8.51,748.40,822.00,109.83,
PAQW,2026-04-06 19:00:00-07,2026-04-06,1900,,,,47.21,8.45,747.90,821.00,109.77,
PAQW,2026-04-06 20:00:00-07,2026-04-06,2000,,,,47.19,8.44,747.60,819.00,109.55,
PAQW,2026-04-06 21:00:00-07,2026-04-06,2100,,,,47.17,8.43,747.90,818.00,109.37,
PAQW,2026-04-06 22:00:00-07,2026-04-06,2200,,,,47.08,8.38,748.50,815.00,108.88,
PAQW,2026-04-06 23:00:00-07,2026-04-06,2300,,,,47.05,8.36,748.80,813.00,108.57,
PAQW,2026-04-07 00:00:00-07,2026-04-06,2400,,,,47.01,8.34,748.90,812.00,108.43,
Notes:
Columbia River DART
2026 Hourly Water Quality Measurements at Pasco WA (Columbia)
04/06/2026 - 04/06/2026
Generated 07 Apr 2026 15:52:05 PDT. DART Hourly Water Quality Measurements www.cbr.washington.edu/dart/query/wqm_hourly.
Last possible Data Date included is 04/06/2026.
Data Courtesy of U.S. Army Corps of Engineers.
USACE Data Disclaimer: These data are furnished with the understanding that the U.S. Army Corps of 
Engineers makes no warranties concerning the accuracy; reliability; or suitability of this data for any particular 
purpose.
Outflow; Spill; Inflow; and Scroll Case Temperature in degrees Celsius are collected at the project. DART calculates Spill Percent from the Spill and Outflow values at the project.
Temperature; Barometric Pressure; Dissolved Gas and Dissolved Gas Percent are measured at Water Quality Monitoring stations in the forebay and tailwater of most projects and other key locations in the basin. Prior to 1995; these data are from a variety of sources within the U.S. Army Corps of Engineers.
Turbidity is measured in the forebay or in a fish ladder at a project.
Elevation is measured in the forebay and tailwater of a project.
"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2026). Hourly Water Quality Measurements. Available from https://www.cbr.washington.edu/dart/query/wqm_hourly."
